Domain,Job Title,Leadership,Communication,Teamwork,Problem Solving,Creativity,Adaptability,Work Ethic,Time Management,Interpersonal Skills,Attention to Detail,Initiative,Analytical Thinking,Emotional Intelligence,Integrity,Resilience,Cultural Awareness,Programming Languages,Technical Skills,Office Tools,Job Description
ENGINEERING,LIGHTING FIELD ENGINEERING TECHNICIAN,0,0,3,2,0,0,3,1,2,0,0,1,0,0,0,0,0,0,3,"Serves as the main point of contact to customers, governmental agencies, TEC departments and contractors. Principles of Accounting (GPA 3.8) Microsoft Office Certified Associate May 2011 Excel, Power Point, Word and Access Tampa Bay Technical High School Skills GIS, lighting designs using Visual Professional, Access, Excel, Microsoft Office, Power Point"
ENGINEERING,CONSTRUCTION ENGINEERING SUPERVISOR,0,2,2,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,"years providing security services in federal buildings, corporate settings, apartment complexes, retail facilities and construction sites. Familiarity of ISO 9001:2008 & AS9100C aviation standards and practical experience with Quality Management (QMS) internal audit processes. Experienced in inspection of Aircraft ground handling/servicing; component removal/replacement; scheduled and unscheduled maintenance; Time Compliance Technical Directives (TCTD) execution."
ENGINEERING,REGIONAL ENGINEERING MANAGER,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"â€‹ Implemented targeted, JIT training sessions, which drastically improved work efficiency by minimizing the technical learning curve for new staff deployed on Projects. Â â€‹â€‹ â€‹ Recent Projects: Santiago Chile ITS - Value: $1M Currently directing the in-house development of an advanced traffic incident detection algorithm, which will tie-in with a GIS map based incident response system to give the client early warning indication of traffic incidents and congestion spikes. Designed an interactive, smart Motorway GIS map to serve as the primary roadway monitoring and traffic incident response GUI."
ENGINEERING,ENGINEERING TEAM LEAD,3,0,2,3,0,1,2,1,0,0,1,1,0,0,0,0,0,2,0,Worked closely with product owners and team to ensure project delivery was a success. Coached engineering teams on agile development methodologies in order to bring estimates within 5% of quoted amounts (down from over 100%). Prepare technical architecture proposals for enhancements and integration of existing third party software systems.
ENGINEERING,SENIOR ENGINEERING MANAGER,2,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,"Assisted students from K-12 through college on a variety of class assignments, helped them understand how to solve quantitative problems and achieve higher grades in their classes. Defined the scope of key performance indicator (KPI) reports and analytical tools needed which helped decrease operational errors by more than 80%. , State Managed customer accounts in different industries to ensure on time delivery of shipments for import and export operations."
ENGINEERING,PROJECT ADMINISTRATOR ENGINEERING,2,0,3,0,0,1,0,1,0,3,0,3,2,0,2,1,0,0,3,"Calculate and recognize revenue in accordance with US GAP for all projects. PerformÂ month-end close procedures pertaining to billing, accounts receivable baddebt provisions and contingencies, journal entries and reconciling.Monthly meeting with the Director of Operation in regardsÂ  to Â project income statement. Accounting Skills accounts receivable, AIA, bank reconciliation, billing, billings, budgets, daily cash receipts, cash flow, Consultant, Contracts, Controller, clients, financial, financial reports, financial statements, Forms, General Ledger, general ledger accounts, Government, insurance, meetings, excel, Microsoft office applications, office, PowerPoint, Pivot tables, presentations, Prime, progress, proposals, Express, reporting, spreadsheet, tax, Timberline"
ENGINEERING,BIOMEDICAL ENGINEERING TECHNICIAN II,3,0,3,2,0,3,2,3,2,3,1,1,0,0,0,0,0,0,1,Professional Summary Versatile BMET II highly effective at working independently and as part of a team. Database servers Local remoter systems support Proficiency in TCP/IP protocols Information security Document management Excellent communication techniques Self-starter Team player Patient and diligent Keen eye for detail Acutely observant Excellent problem solving skills Experience Company Name Review outcome of preventive maintenance actions and make recommendations to department staff concerning outcomes.
ENGINEERING,PROCESS ENGINEERING INTERN,2,0,0,2,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,"Hands on experience with fabrication methods such as plasma etching, photolithography, wet etch processing, and PVD Well understanding of Statistical Process Control (SPC) and Design of Experiments (DOE) Professional Experience Process Engineering Intern Mechanical Engineering Affiliations National Society of Professional Engineers (NSPE) Accomplishments Design, Experimental, and Analysis Investigation of Novel Micromachined Phononic Crystals- Development of High-Frequency Surface Acoustic Waveguides"" Micro-fabricated MEMS phononic crystals, integrated with surface acoustic wave (SAW) micro devices on silicon wafers Related Class Projects Process Flow and Device Mask Design foran N-MOS Transistor"" EE527 ""Solid-State Lab Techniques"" final project Designed both CAD layout and a completed fabrication flow of an n-MOS transistor Cross-Sectional In*uence on FinFET Characteristics"" EE539A ""Semiconductor Devices"" final project Discussed basic device physics of FinFETs, compared FinFETs and competing UTB-SOI technology Simulated cross-sectional influences on the characteristics of FinFETs using SILVACO Atlas Experiment Study on Internal Stress in SU-8 Photoresist Cantilever Structure"" ME561 ""Thin Films"" final project Calculate the value of the residual stress in SU-8 Photoresist due to the difference of coefficient of thermal expansion (CTE) mismatch between film and substrate Optimized process recipes (PEB temperature/duration) to reduce photoresist cracking/delamination/buckling due to residue stress Tool Proficiency Photolithography: mask writer (Heidelberg ÂµPG 101), Aligner (Karl Suss MA6, ABM, & EVG 620), Spin coater (SCS SCS 6800 series, & Headway PWM32), HMDS oven (Yield Engineering Systems), wet bench Dry Etch: RIE (Trion Phantom RIE & Advanced Vacuum Vision RIE), Deep RIE (STS Multiplex & Oxford Instruments Plasmalab 100 ICP-380) PVD: Sputter (Kurt J. Lesker Lab 18, & Denton Desk V), e-beam evaporator, thermal evaporator Metrology: SEM (FEI Sirion & JEOL JSM-7400F), Optical profiler (Veeco Wyko NT Series), profilometer (KLA Tencor P-15 & Alphasteps), nanospec (Nanometrics) Others: Wet process (Piranha, RCA Clean, HF/BOE), Cu platting, CMP, furnace (annealing/sintering/oxidation). Publications Gu, Kebin, Chi-June Lee, Chun-Wei Wu, Chih-Hsuan Chien, and Wei-Chih Wang."
ENGINEERING,ENGINEERING COORDINATOR,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Summary I desire to work for a company that provides career advancement opportunities in a friendly environment. I would like to develop skills that make me proficient in my job and an asset to the company. I have a varied skill set and enjoy learning new techniques.
ENGINEERING,ENGINEERING PLANNING MANAGER,3,0,2,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,3,"Resolve customer issues involving deliveries, both in plant and at the customers' location. Manage people, and process, to ensure a continuous flow of product through the operation. Manufacturing engineer for variable speed drives.Includes testing, assembly of parts, designing BOM's, router's, special instructions and installation."
ENGINEERING,ENGINEERING OPERATIONS DIRECTOR,0,2,3,3,0,3,0,3,0,2,0,0,0,0,0,1,3,0,0,"Advocate for strong Engineering Best Practices, including design & code reviews, paired programming, unit tests and continuous integration testing through automation. , State A mid-sized 3D software company for creating digital models of physical objects, including both 'off-the-shelf' and customized commercial applications. Computer Science Skills 3D, Agile, AJAX, approach, B2B, budget, C, C++, competitive, CSS, database, delivery, e-commerce, Expert Systems, funds, hiring, HTML, PHP, image, inspection, Java, JavaScript, Marketing, MongoDB, enterprise, Network, Networks, Neural, Oracle, PL/SQL, PCI, Perl, Product Development, profit, prototyping, Public safety, Python, real-time 3, receiving 6, requirement, Sales, SOAP, SQL, strategic, upgrades, upgrade, valuation, VC"
ENGINEERING,SENIOR ENGINEERING PROGRAM MANAGER,3,2,2,3,0,1,0,3,0,0,0,3,0,0,0,3,0,0,0,"Demonstrated knowledge of project life cycle methodologies with experience in developing and implementing leading-edge strategies for large-scale enterprise initiatives. Proven ability to navigate complex situations while prudently mitigating risks, identifying value creation opportunities, and building strategic partners. Key clients included Google, Cisco, Arbonne International, 24 Hour Fitness, Symantec, Critical Path, Fujitsu Computer Products of America, Etec Systems, and Disney."
ENGINEERING,ENGINEERING PROJECT MANAGER III,3,0,3,3,0,3,0,3,2,2,0,3,0,0,0,0,0,0,1,"Summary Results-focused, safety conscientious team leader/player with more than 15 years of successful experience in the aviation industry as Field Engineer, Maintenance Support Engineer, A&P Mechanic, and Avionics Technician on various types of rotary and fixed wing aircraft. Conduct QA inspections, check the entire system to ensure components are installed in their proper location. Airframe & Power Plant Technology Skills Air Force, basic, budgets, budget, C, Databases, electrical systems, forms, drawing, Inspect, instruction, Leadership, letters, Logistics, Schedule maintenance, materials, Mechanical, meetings, Microsoft Access, Microsoft Office, Microsoft Project, SharePoint, personnel, processes, Program Management, progress, Project Management, project planning, project plans, quality, QA, Quality Control, Quality Assurance, repairs, risk management, Safety, SAP, six sigma, Staff Development, supervision, technical assistance, test equipment, Troubleshoot, Troubleshooting, Upgrades, upgrade, workflow, author Additional Information Security Clearance: Active DoD Secret *Enterprise Resource Planning Certifications/License: FCC License, A&P License Security Clearance: Active DoD Secret"
HEALTHCARE,ADVISOR,2,0,3,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,", State Supervise a team of over 10 employees Make adjustments on customer accounts as needed Assist itune customers by adding or deleting services and products As an adviser I am the customer's first point of contact representing Apple Support many popular products like iPhones, iPads, MacBooks, and desktop Macs Â Â Healthcare Representative Maintained 100% compliance with all hospital and government regulations (HIPPA). Business Management Rancho Cordova, Ca, USA Skills Professional, friendly, compassionate,Â active listener who processes the ability toÂ Multi-task"
